name,title,url,description,score,tags
앤트러사이트,"엔트러사이트 한남 - 이태원카페, 한남동카페, 한강진역카페",https://blog.naver.com/zzingzzing11/221772392117,지난주말 다녀온 엔트러사이트한남 여름에 방문했을때 외관을 보고 여기가왜...유명한거지 하고 들어가려가 말았... 이번엔 들어가봤습니다.ㅋㅋ 이태원에서 한강진역방면으로 걷다보면 오른쪽에 있는데 되게 낡고 눈에... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,일상 1,https://blog.naver.com/areumk420/221761771961,윽 이번 신상 다 이뻐요ㅠㅠ 코디 짤 때 유노윤호 된 거 보면 확실함 ㅠㅠ!! 요리할 거 사러 간 건데 군것질거리가 더 많은 건 왜 때문일까요..? 19년 마지막 날은 돼지고기 김치볶음밥으로 마무리! 오오 특이한 거 발견 내가... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,한강진역카페/ 이태원카페 한남동 앤트러사이트 한남점,https://blog.naver.com/21dlduddms/221771963119,"안녕하세요 금속방앗간입니다! 좋아하는 카페, 따뜻한 라떼가 마시고싶어 앤트러사이트 한남점을 다녀왔어요 한강진역 3번출구에서 5분이내에 위치한 앤트러사이트 한남점 춥지않은 계절엔 야외에서 커피마시면 좋은데... ",5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,이태원 한남동카페 앤트러사이트Anthracite,https://blog.naver.com/wowlovesoo/221761626228,지난 주말 간만에 이태원에서 친구를 만나서 식사하고 커피한잔 하기로 했어요. 이태원은 워낙에 핫한카페가 많아서 검색안하고 갔다가 그래도 혹시나 하는 마음에 한두곳 검색해봤습니다. 이태원역에서 녹사평 쪽으로... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,"후기▷ 고소한 아메리카노가 인상깊던 서울 한남동 카페, 앤트러사이트",https://blog.naver.com/zone7878/221705637669,"[앤트러사이트 한남점] - 주소 : 서울시 용산구 이태원로 240 앤트러사이트 1~3F - 영업시간 : 평일(월,화,수,목) 09:00 ~ 22:00 평일(금) 09:00 ~ 23:00 주말(토,일) 10:00 ~ 23:00 - 전화 : 02 - 797 - 7009 - 주차 : 주차장 X 무더웠던... ",5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,[이태원역 카페] 앤트러사이트 합정점,https://blog.naver.com/dalpoombiz/221670550661,"2019년 7월 14일. 여자친구가 사줌. 앤트러사이트~ 이름은 많이 들어봤는데 들어간 건 처음이었다. 여기 지나가다 많이 봤었는데, 왜 이제야 갔는지.. 주문을 하기 위해 사람들이 줄 서 있었다. 우리도 잠시 줄을 서 있었다. 저... ",5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,한남동맛집-앤트러사이트,https://blog.naver.com/rebecca0516/221750576159,"유명한 앤트러사이트 친구랑 커피한잔 하러 아메리카노, 진저티 주문 원두도 팔아요. 배가 불러서 디저트는 생략 ㅠㅠ 스콘을 먹었어야하는데 ㅠㅠ 아메리카노는 신맛이 강하다. 근데 진저티가 정말.. 진저티인데... ",5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,[한강진역 카페] 앤트러사이트 한남점,https://blog.naver.com/rlaskdus012/221652733186,"친구랑 다녀온 한강진역 카페 앤트러사이트. 이 커피숍은 여기저기 많았던걸로 기억하는데, 나는 이날 처음 가봤다. 친구가 가보고 싶은 곳이라 해서 따라갔다. 6호선 한강진역 3번출구에서 도보로 7분정도, 6호선... ",5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,한남동 이태원카페/ 한강진역 카페 앤트러사이트,https://blog.naver.com/21dlduddms/221646328008,안녕하세요 금속방앗간입니다-! 추석연휴가 시작되었죠- ㅎㅎ 사당 살 적에 자주 갔었던 한강진역에 위치한 앤트러사이트를 오랜만에 다녀왔어요 ! 한강진역 3번출구에서 약 5분 거리인 앤트러사이트 한남점 매번 라떼만... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,[Cafe] 앤트러사이트 (Anthracite) 한남점/ 한강진역/ 용산구 카페,https://blog.naver.com/classic05/221574350183,"제가 처음 갔던 앤트러사이트는 합정점이였어요.. 커피도 맛있고 디저트, 분위기, 음악 다 좋았었죠.. 오늘은 한강진역 블루스퀘어에서 그리 멀지 않은 한남점을 소개합니다.. 여기도 일단 음악, 분위기 좋구요~ 3층건물이... ",5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,"이태원 엔트러사이트(한남점) 위치 주소 및 주차, 운영시간, 가격 정보",https://blog.naver.com/melach/221627779327,이태원 온더보더에서 나름 헤비 한 식사를 마치고 간 곳은 이태원 엔트러사이트에요!! 이런 음식은 살 안 쪄!라고 생각했는데... 아아가 막 생각나더라고요. 이태원 엔트러사이트(한남점) 위치 및 운영시간 정보... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,이태원 카페 앤트러사이트 혼자 다시 오고싶은 카페,https://blog.naver.com/qkqnek219/221571493973,다운타우너 버거 먹고 바로 앞에 있는 이태원 카페 앤트러사이트로 왔다 다른데 가려했는데 이태원역 근처라 가기 힘들.. 우린 풋살하다온 남정네들이기 때문에.. 아무튼 한남동 도서관 근처에 위치한 앤트러사이트... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,이태원/ 한강진역 5분/ 한남동 카페 앤트러사이트,https://blog.naver.com/designsarang/221799666341,안녕하세요 드리에요 : ) 오늘은 한남동에 엄청나게 크고 좋은 카페를 소개합니다!! #앤트러사이트한남점 이태원역과 한강진역 사이에 있구요 한강진역까지 걸어가니 오분정도 걸렸던거 같네요 ㅎㅎ 앤트러사이트는... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,라이카 일상,https://blog.naver.com/cl0837/221524853343,어디서....들은 멜로디인데...모르겠엄 ㅠㅠㅠㅠ 근데 태연 보이스랑 완전 찰떡이야 ㅋㅋ #태연 #timelapse #타임랩스 아침부터 별다방이다 ㅋㅋㅋ 달달구리가 엄청나게 땡겼움 아 한글 때문에 동생 노트북 빌렸는데 ... 진짜... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,한남동 앤트러사이트,https://blog.naver.com/ruqmsehals/221516475875,한남동 앤트러사이트 인근에 수많은 카페들이 있지만 앤트러사이트 한남점의 유니크한 외관 넘나 눈에 띄는것 3층까지 있는거 같다 옛날에 시골 할머니댁 근처 정미소 스타일 얼핏 보면 카페 아닌거같음 ㅋㅋ... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,[앤트러사이트 한남(Anthracite)/한남동] 빈티지한 멋이 있는 카페,https://blog.naver.com/dkjang86/221492535101,한남동 부근을 찾았다가 커피 한 잔하러 들린 앤트러사이트. 앤트러사이트의 여러 매장들을 방문해보았지만 한남점은 첫 방문입니다. 다른 지점들보다 빈티지한 느낌의 외관. 스콘과 롤 케이크로 단촐한 베이커리 제품도... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,"한남동 카페 앤트러사이트 한남, 이태원 카페",https://blog.naver.com/rladudrhkd31/221219461265,이태원에서 유명한 앤트러사이트 한남 한강진역과 이태원역 사이 큰 길가에 있지만 간판이 따로 없고 요런 겉모습이라 ㅋㅋㅋㅋㅋ 생각 없이 지나치다가 카페인 지 몰랐음 ㅠㅠ 이태원 카페 앤트러사이트 첫 방문! 커피로... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,이태원 앤트러사이트/포우어Pour,https://blog.naver.com/tongminii/221488062190,연차를 맞이한 언니랑 이태원/한남동 아주짧은(?)데이트 평일 낮에 한산한 카페에서 시간을 보내고싶다는 언니 나는퇴근해도 4신데~?^^ 퇴근하고 걸어서 한남동으로 넘어가니 4시반정도? 언니가 찜해둔 이태원카페... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
앤트러사이트,엔트라사이트 한남_18년도,https://blog.naver.com/parisyain/221809401901,18년도에 끄적이다 말은것을보고 놀라서 올립니다♡ 블러그 시작할까말까 할때 쯤이네요..^^ ----‐-------♡♡♡♡♡♡♡♡♡♡---------------- JARI에서 밥을먹고.. 간곳은 엔트러사이트 한남점.. 다들 키피맛과 분의기를... ,5.0,"['아늑한', '빈티지한', '모던한', '분위기있는', '분위기좋은', '카페', '로스팅', '디저트', '케이크', '커피공장', '핫플레이스', '신선한', '데이트', '휴식', '나들이']"
